algorithm_id,algorithm_name,public_context_path,metadata_context_path,evidence_path,domain,input_model,access_model,output_contract,time_complexity,space_complexity,confidence_score,source_count,source_quality,card_digest
AW-000074,Simplified Memory-Bounded A* (SMA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000074.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000074.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000074.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(b^d),O(b^d),100,1,HIGH,825ffa3829e475ee
AW-000075,Theta*,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000075.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000075.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000075.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(b^d),O(b^d),100,1,HIGH,b2cb81df72a86d39
AW-000076,Anytime Repairing A* (ARA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000076.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000076.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000076.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(b^d),O(b^d),100,1,HIGH,919aec3e1afd0152
AW-000077,Time-Bounded A* (TBA*),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000077.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000077.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000077.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(b^d),O(b^d),100,1,HIGH,3553a176a5ed2dd6
AW-000078,Naïve string-search algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000078.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000078.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000078.context.evidence.yaml,string,explicit_string_problem,random_access_string,one_witness,O(m(n-m+1)),O(1),100,1,HIGH,92ce509c1edea0bf
AW-000079,Knuth-Morris-Pratt (KMP) algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000079.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000079.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000079.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(m+n),O(m),100,1,HIGH,d682d06f71f21331
AW-000080,Boyer-Moore (BM) algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000080.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000080.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000080.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(mn + s),O(s),100,1,HIGH,20c1222703fb1b39
AW-000082,Cohen–Sutherland,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000082.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000082.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000082.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n),O(1),100,2,HIGH,866dff29114e3627
AW-000083,Liang–Barsky,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000083.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000083.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000083.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n),O(1),70,3,HIGH,f111aa3a7c16f8e3
AW-000084,Cyrus–Beck,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000084.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000084.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000084.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(np),O(1),100,2,HIGH,6b19461d093fd381
AW-000085,Cyrus–Beck,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000085.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000085.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000085.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(np),O(1),100,2,HIGH,6b19461d093fd381
AW-000086,Nicholl–Lee–Nicholl,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000086.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000086.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000086.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n),O(1),70,3,HIGH,5fc7e33e9be46773
AW-000087,Fast clipping,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000087.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000087.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000087.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n),O(1),60,2,HIGH,d84eb01b3d6590be
AW-000092,Ramer–Douglas–Peucker algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000092.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000092.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000092.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n^2),O(n),100,2,HIGH,2a92fb5c0934e98f
AW-000093,Visvalingam–Whyatt,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000093.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000093.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000093.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n^2),O(n),100,2,HIGH,14ff43102108b10c
AW-000094,Reumann–Witkam,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000094.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000094.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000094.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n),O(1),100,1,HIGH,69547188ce4d86fc
AW-000095,Opheim simplification,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000095.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000095.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000095.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n),O(1),100,3,HIGH,9b1a230a85f8f850
AW-000096,Lang simplification,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000096.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000096.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000096.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n),O(1),100,1,HIGH,575c9c137d6ac8d1
AW-000097,Zhao-Saalfeld,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000097.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000097.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000097.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n),O(n),100,1,HIGH,5954d7ef2313cc8d
AW-000098,Horowitz and Sahni,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000098.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000098.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000098.context.evidence.yaml,dynamic_programming,explicit_dynamic_programming_problem,offline_batch_queries,one_witness,O(2^{(n/2)} n),O(2^{n/2}),70,3,HIGH,f026777d7ba4401a
AW-000099,Bellman dynamic programming algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000099.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000099.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000099.context.evidence.yaml,dynamic_programming,explicit_dynamic_programming_problem,offline_batch_queries,full_solution,O(nt),O(t),100,3,HIGH,bae1428179e3f87f
AW-000101,Koiliaris and Xu,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000101.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000101.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000101.context.evidence.yaml,graph,explicit_combinatorial_problem,adjacency_list_query,one_witness,"\tilde{O}(\min(\sqrt{n'}t, t^{5/4}, \sigma))",O(t),70,2,HIGH,72d2a16bd0d06604
AW-000107,Perumalla and Deo,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000107.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000107.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000107.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log n),O(n),100,1,HIGH,4a0fe5dff1f54fbc
AW-000108,Speller (Sagot),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000108.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000108.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000108.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(mn^2 \sigma),O(mn^2/w),100,3,HIGH,eb18c4fac542da3a
AW-000109,Mitra,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000109.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000109.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000109.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(k nm \sigma),O(mnk),100,2,HIGH,544c2e50b343acc4
AW-000110,Census,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000110.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000110.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000110.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(k nm \sigma),O(mnk),100,3,HIGH,7865ed51f48f6bf5
AW-000111,Risotto,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000111.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000111.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000111.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(mn^2 \sigma),O(mn^2),100,3,HIGH,8e9e814c12abacb7
AW-000112,PMS,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000112.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000112.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000112.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(nm^2 \sigma),O(m^2 n),100,2,HIGH,808ce9cc5257aac8
AW-000114,Dynamic Programming,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000114.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000114.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000114.context.evidence.yaml,dynamic_programming,explicit_dynamic_programming_problem,offline_batch_queries,full_solution,O(n^2),O(n),100,1,HIGH,e1a7d7da464b438d
AW-000116,Dynamic Programming,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000116.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000116.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000116.context.evidence.yaml,dynamic_programming,explicit_dynamic_programming_problem,offline_batch_queries,full_solution,O(Sn),O(Sn),100,3,HIGH,1a40e973bd164b62
AW-000117,Bini's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000117.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000117.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000117.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^{2.7799}),O(n^2),100,3,HIGH,8d2bde53a6e7e480
AW-000118,Schonhage's algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000118.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000118.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000118.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,"O(n^{3\log(52)/\log(110)}), approximately O(n^{2.5218})",O(n^2),100,3,HIGH,2f7acf3affa0abc7
AW-000119,Brélaz (DSatur),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000119.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000119.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000119.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n^2),O(m+n),100,3,HIGH,5972a41beae4d928
AW-000120,Miller-Tucker-Zemlin (MTZ) formulation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000120.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000120.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000120.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,\text{exp}(V),O(V^4),100,3,HIGH,d3b5e54c91ac12be
AW-000121,Dantzig-Fulkerson-Johnson (DFJ) formulation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000121.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000121.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000121.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(\text{exp}(V)),O(V^2 2^V),100,3,HIGH,c86af26fefca0e05
AW-000122,Harris and Stephens algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000122.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000122.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000122.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2),unknown,50,2,HIGH,89f2854171183616
AW-000123,L. Kitchen and A. Rosenfeld,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000123.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000123.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000123.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(n^3),unknown,100,2,HIGH,25396ba7705c8cfe
AW-000125,Alon Moshkovitz & Safra,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000125.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000125.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000125.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(n \log n),unknown,65,2,HIGH,b27ca487921c28e3
AW-000126,Roth AlignACE,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000126.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000126.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000126.context.evidence.yaml,string,explicit_string_problem,random_access_string,full_solution,O(nm),O(n + m),65,2,HIGH,d445a794b7c39125
AW-000127,Petro Vlahos Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000127.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000127.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000127.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(n^2 k/r),O(nk),100,1,HIGH,75e4782dce8a2776
AW-000128,non-parametric sampling Efros and Leung,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000128.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000128.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000128.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(n^3),unknown,100,2,HIGH,8a11a7af8b9a5200
AW-000129,image analogies Hertzmann,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000129.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000129.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000129.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(N \log n),unknown,100,3,HIGH,5d6e174c9258f7b0
AW-000131,Image quilting Efros-Freeman,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000131.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000131.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000131.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(n^3),unknown,100,3,HIGH,19f81d48bf65c1ff
AW-000132,EKF SLAM,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000132.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000132.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000132.context.evidence.yaml,robotics,explicit_robotics_problem,explicit_input_instance,full_solution,O(n^3),O(n^2),100,1,HIGH,08e0a3162aad0f60
AW-000135,Rao-Blackwellized Particle Filtering SLAM,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000135.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000135.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000135.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(n^2),O(n),100,1,HIGH,a11c911564e7855b
AW-000136,Petford and Welsh,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000136.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000136.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000136.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(n \log n),O(n),100,2,HIGH,cd4320ca5a3b3bb0
AW-000137,Fomin Gaspers & Saurabh,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000137.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000137.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000137.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,full_solution,O(1.7272^n),O(n),100,3,HIGH,587c4a4cae855c49
AW-000139,Bunch Hopcroft,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000139.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000139.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000139.context.evidence.yaml,matrix_linear_algebra,explicit_matrix_problem,dense_matrix_access,full_classical_output,O(n^{2.376}),\tilde{O}(n^2),100,2,HIGH,f6c7695a14c24d4a
AW-000141,Tree sort,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000141.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000141.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000141.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n \log n),O(n),100,3,HIGH,30df353631adb712
AW-000142,Quick Sort,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000142.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000142.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000142.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n^2),O(\log n),100,3,HIGH,674284625871ca0d
AW-000143,Tim Sort,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000143.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000143.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000143.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n \log n),O(n),100,1,HIGH,4a9c4f4c225c3e08
