algorithm_id,algorithm_name,source_public_context_path,source_public_probe_path,source_metadata_path,existing_input_model,existing_access_model,existing_output_contract,detected_opportunity_type,evidence_text,source_records_used,why_probe_is_justified,why_probe_is_not_justified,required_introduced_assumptions,risk_of_overgeneration,decision,source_card_type,confidence_score,source_count,source_quality,opportunity_score
AW-001486,Deo and Yoo (2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001486.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001486.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Deo and Yoo (2) Deo and Yoo (2) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Deo and Yoo (2) is a graph algorithm record. Classical complexity metadata: time O(n^2 \log n / p); work O(n^2 \log n); span/depth O(n log n); processors p <= n. The stated classical model is MIMD-TC. Public metadata/source text adds: Deo and Yoo (2) graph graph n: number of vertices O(n^2 \log n / p) Given an explicit graph instance, the concrete classical grap",AW-001486:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-001487,Savage and Ja'Ja',corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001487.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001487.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Savage and Ja'Ja' Savage and Ja'Ja' is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Savage and Ja'Ja' is a graph algorithm record. Classical complexity metadata: time O(\log^2(n)); work O(n^2*\log^2(n)); span/depth O(log^2(n)); processors n^2. The stated classical model is SIMD-SM-R (CREW PRAM). Public metadata/source text adds: Savage and Ja'Ja' graph graph n: number of vertices O(\log^2(n)) Given an explicit graph instance, the concrete c",AW-001487:algorithm_wiki_metadata; skipped:01050f9d9380866c; skipped:c2d91d791ea1d1e6,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-001488,Savage and Ja'Ja',corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001488.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001488.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Savage and Ja'Ja' Savage and Ja'Ja' is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Savage and Ja'Ja' is a graph algorithm record. Classical complexity metadata: time O(\log^2(n)); work O(n^2*\log^2(n)); span/depth O(log^2(n)); processors n^2. The stated classical model is SIMD-SM-R (CREW PRAM). Public metadata/source text adds: Savage and Ja'Ja' graph graph n: number of vertices O(\log^2(n)) Given an explicit graph instance, the concrete c",AW-001488:algorithm_wiki_metadata; skipped:01050f9d9380866c; skipped:c2d91d791ea1d1e6,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-001489,Nath and Maheshwari (1),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001489.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001489.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Nath and Maheshwari (1) Nath and Maheshwari (1) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Nath and Maheshwari (1) is a graph algorithm record. Classical complexity metadata: time O(\log^2(n)); work O(n^2*\log(n)); span/depth O(log^2(n)); processors n^2/log(n). The stated classical model is SIMD-SM (CREW PRAM). Public metadata/source text adds: Nath and Maheshwari (1) graph graph n: number of vertices O(\log^2(n)) Given an explicit gra",AW-001489:algorithm_wiki_metadata; skipped:51a9b39f0869365a,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001490,Nath and Maheshwari (1),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001490.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001490.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Nath and Maheshwari (1) Nath and Maheshwari (1) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Nath and Maheshwari (1) is a graph algorithm record. Classical complexity metadata: time O(\log^2(n)); work O(n^2*\log(n)); span/depth O(log^2(n)); processors n^2/log(n). The stated classical model is SIMD-SM (CREW PRAM). Public metadata/source text adds: Nath and Maheshwari (1) graph graph n: number of vertices O(\log^2(n)) Given an explicit gra",AW-001490:algorithm_wiki_metadata; skipped:51a9b39f0869365a,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001491,Nath and Maheshwari (2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001491.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001491.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Nath and Maheshwari (2) Nath and Maheshwari (2) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Nath and Maheshwari (2) is a graph algorithm record. Classical complexity metadata: time O(\log^3(n)); work O(n^2*\log^2(n)); span/depth O(log^3(n)); processors n^2/log(n). The stated classical model is SIMD-SM (EREW PRAM). Public metadata/source text adds: Nath and Maheshwari (2) graph graph n: number of vertices O(\log^3(n)) Given an explicit g",AW-001491:algorithm_wiki_metadata; skipped:51a9b39f0869365a,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001492,Nath and Maheshwari (2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001492.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001492.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Nath and Maheshwari (2) Nath and Maheshwari (2) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Nath and Maheshwari (2) is a graph algorithm record. Classical complexity metadata: time O(\log^3(n)); work O(n^2*\log^2(n)); span/depth O(log^3(n)); processors n^2/log(n). The stated classical model is SIMD-SM (EREW PRAM). Public metadata/source text adds: Nath and Maheshwari (2) graph graph n: number of vertices O(\log^3(n)) Given an explicit g",AW-001492:algorithm_wiki_metadata; skipped:51a9b39f0869365a,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001493,Kucera,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001493.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001493.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Kucera Kucera is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Kucera is a graph algorithm record. Classical complexity metadata: time O(\log n); work O(n^5 \log n); span/depth O(log n); processors n^5. The stated classical model is WPRAM. Public metadata/source text adds: Kucera graph graph n: number of edges, m: number of edges O(\log n) Given an explicit graph instance, the concrete classical graph task associated with Kucera. Classical c",AW-001493:algorithm_wiki_metadata; skipped:1d6519c6629e1765,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001494,Kucera,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001494.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001494.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Kucera Kucera is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Kucera is a graph algorithm record. Classical complexity metadata: time O(\log n); work O(n^5 \log n); span/depth O(log n); processors n^5. The stated classical model is WPRAM. Public metadata/source text adds: Kucera graph graph n: number of edges, m: number of edges O(\log n) Given an explicit graph instance, the concrete classical graph task associated with Kucera. Classical c",AW-001494:algorithm_wiki_metadata; skipped:1d6519c6629e1765,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001495,Chin et al.,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001495.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001495.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Chin et al. Chin et al. is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Chin et al. is a graph algorithm record. Classical complexity metadata: time O(\log^2(n)); work O(n^2); span/depth O(log^2(n)); processors n ceiling(n/log^2(n)). The stated classical model is SIMD-SM-R (CREW PRAM). Public metadata/source text adds: Chin et al. graph graph n: number of vertices O(\log^2(n)) Given an explicit graph instance, the concrete classical graph t",AW-001495:algorithm_wiki_metadata; skipped:8e520b5179099bb1; skipped:042b77da0521de3b,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
